probe_id	gene_symbol	gene_name	go_ids
A0A7M7GJU5	A0A7M7GJU5	A0A7M7GJU5	GO:0001221|GO:0003713|GO:0003714|GO:0005634|GO:0006357|GO:0016616|GO:0051287|GO:0140297
A0A7M7GJU7	A0A7M7GJU7	A0A7M7GJU7	GO:0005737|GO:0005886|GO:0006897|GO:0007165
A0A7M7GJU8	A0A7M7GJU8	A0A7M7GJU8	GO:0005634|GO:0008270|GO:0061630
A0A7M7GJV6	A0A7M7GJV6	A0A7M7GJV6	GO:0005737|GO:0005956|GO:0016055|GO:0016301|GO:0019887
A0A7M7GJX4	A0A7M7GJX4	A0A7M7GJX4	GO:0005634|GO:0006357|GO:0007423|GO:0008270|GO:0030707|GO:0048813|GO:0061061
A0A7M7GJY1	A0A7M7GJY1	A0A7M7GJY1	GO:0005886|GO:0005911|GO:0050839|GO:0098609
A0A7M7GJZ0	A0A7M7GJZ0	A0A7M7GJZ0	GO:0000076|GO:0003677|GO:0006974|GO:0031297|GO:0031298|GO:0043111
A0A7M7GJZ9	A0A7M7GJZ9	A0A7M7GJZ9	GO:0003723|GO:0003724|GO:0005524|GO:0005634|GO:0005737|GO:0010468|GO:0016787
A0A7M7GK05	A0A7M7GK05	A0A7M7GK05	GO:0005634|GO:0006357|GO:0007423|GO:0008270|GO:0030707|GO:0048813|GO:0061061
A0A7M7GK15	A0A7M7GK15	A0A7M7GK15	GO:0005765|GO:0015184|GO:0015293
A0A7M7GK23	A0A7M7GK23	A0A7M7GK23	GO:0005730|GO:0019843
A0A7M7GK39	A0A7M7GK39	A0A7M7GK39	GO:0005789|GO:0009922|GO:0019367|GO:0030148|GO:0034625|GO:0034626|GO:0042761
A0A7M7GK40	A0A7M7GK40	A0A7M7GK40	GO:0003924|GO:0005525|GO:0016192|GO:0046872|GO:0048731|GO:0051649|GO:0060170|GO:0097500|GO:0097730|GO:1905515
A0A7M7GK42	A0A7M7GK42	A0A7M7GK42	GO:0003779|GO:0005737|GO:0046872|GO:0071949|GO:0120501
A0A7M7GK45	A0A7M7GK45	A0A7M7GK45	GO:0005634|GO:0005783|GO:0006508|GO:0071567
A0A7M7GK55	A0A7M7GK55	A0A7M7GK55	GO:0016042|GO:0016788
A0A7M7GK61	A0A7M7GK61	A0A7M7GK61	GO:0000978|GO:0001228|GO:0002805|GO:0005634|GO:0048813|GO:0050793
A0A7M7GK64	A0A7M7GK64	A0A7M7GK64	GO:0005635|GO:0005737|GO:0051301
A0A7M7GK68	A0A7M7GK68	A0A7M7GK68	GO:0005523|GO:0005861|GO:0006936|GO:0006937|GO:0045214
A0A7M7GK75	A0A7M7GK75	A0A7M7GK75	GO:0015276|GO:0038023|GO:0045211
A0A7M7GK77	A0A7M7GK77	A0A7M7GK77	GO:0000122|GO:0000785|GO:0002039|GO:0005634|GO:0008270|GO:0032259|GO:0046974
A0A7M7GK78	A0A7M7GK78	A0A7M7GK78	GO:0005743|GO:0008121|GO:0046872|GO:0051537
A0A7M7GK83	A0A7M7GK83	A0A7M7GK83	GO:0000278|GO:0000922|GO:0000930|GO:0005874|GO:0007020|GO:0031122|GO:0043015|GO:0051011|GO:0051225|GO:0051321
A0A7M7GK85	A0A7M7GK85	A0A7M7GK85	GO:0005634|GO:0007095|GO:0030674|GO:0043161
A0A7M7GK95	A0A7M7GK95	A0A7M7GK95	GO:0005200|GO:0005525|GO:0005737|GO:0005874|GO:0007017|GO:0016787
A0A7M7GKA3	A0A7M7GKA3	A0A7M7GKA3	GO:0003677|GO:0003700|GO:0005634|GO:0005667|GO:0005737|GO:0045944|GO:0046983
A0A7M7GKA8	A0A7M7GKA8	A0A7M7GKA8	GO:0001221|GO:0003713|GO:0003714|GO:0005634|GO:0006357|GO:0016616|GO:0051287|GO:0140297
A0A7M7GKA9	A0A7M7GKA9	A0A7M7GKA9	GO:0000785|GO:0003682|GO:0005634|GO:0006355|GO:0008270|GO:0040029|GO:0043565
A0A7M7GKB4	A0A7M7GKB4	A0A7M7GKB4	GO:0003723|GO:0005634|GO:0005737|GO:0009982|GO:0031119|GO:1990481
A0A7M7GKB6	A0A7M7GKB6	A0A7M7GKB6	GO:0000993|GO:0003682|GO:0005634|GO:0006325|GO:0010506|GO:1904263
A0A7M7GKC5	A0A7M7GKC5	A0A7M7GKC5	GO:0005886|GO:0048812|GO:0098609
A0A7M7GKD0	A0A7M7GKD0	A0A7M7GKD0	GO:0005739|GO:0044877
A0A7M7GKD4	A0A7M7GKD4	A0A7M7GKD4	GO:0004989|GO:0005886|GO:0043410|GO:0071880
A0A7M7GKD7	A0A7M7GKD7	A0A7M7GKD7	GO:0004674|GO:0005737|GO:0005856|GO:0031032|GO:0046872
A0A7M7GKE2	A0A7M7GKE2	A0A7M7GKE2	GO:0004252|GO:0006508|GO:0042381
A0A7M7GKE3	A0A7M7GKE3	A0A7M7GKE3	GO:0003735|GO:0005634|GO:0005737|GO:0005840|GO:0006412|GO:0019843|GO:1990904
A0A7M7GKE4	A0A7M7GKE4	A0A7M7GKE4	GO:0001736|GO:0005509|GO:0005886|GO:0007156|GO:0007163|GO:0008104
A0A7M7GKF3	A0A7M7GKF3	A0A7M7GKF3	GO:0005042|GO:0005886|GO:0008045
A0A7M7GKF4	A0A7M7GKF4	A0A7M7GKF4	GO:0004674|GO:0005524|GO:0005634|GO:0035556|GO:0043065|GO:0045087
A0A7M7GKF5	A0A7M7GKF5	A0A7M7GKF5	GO:0004989|GO:0005886|GO:0043410|GO:0071880
A0A7M7GKF9	A0A7M7GKF9	A0A7M7GKF9	GO:0005789|GO:0006487|GO:0042283
A0A7M7GKG5	A0A7M7GKG5	A0A7M7GKG5	GO:0000149|GO:0001786|GO:0005509|GO:0005544|GO:0005886|GO:0030276|GO:0048488|GO:0048791|GO:0070382|GO:0098793
A0A7M7GKH3	A0A7M7GKH3	A0A7M7GKH3	GO:0005769|GO:0005770|GO:0005776|GO:0005794|GO:0008021|GO:0016020|GO:0055037
A0A7M7GKH7	A0A7M7GKH7	A0A7M7GKH7	GO:0005507|GO:0005524|GO:0005802|GO:0005886|GO:0015677|GO:0016887|GO:0043682|GO:0055070|GO:0140581
A0A7M7GKI0	A0A7M7GKI0	A0A7M7GKI0	GO:0000978|GO:0000981|GO:0005634|GO:0007474|GO:0030182|GO:0042693|GO:0045317|GO:0045926|GO:0048468
A0A7M7GKI7	A0A7M7GKI7	A0A7M7GKI7	GO:0005042|GO:0005886|GO:0008045
A0A7M7GKI8	A0A7M7GKI8	A0A7M7GKI8	GO:0005765|GO:0015184|GO:0015293
A0A7M7GKJ3	A0A7M7GKJ3	A0A7M7GKJ3	GO:0004674|GO:0005524
A0A7M7GKJ4	A0A7M7GKJ4	A0A7M7GKJ4	GO:0004305|GO:0005737|GO:0006646
A0A7M7GKJ9	A0A7M7GKJ9	A0A7M7GKJ9	GO:0000149|GO:0001786|GO:0005509|GO:0005544|GO:0005886|GO:0017156|GO:0030276|GO:0070382
A0A7M7GKK6	A0A7M7GKK6	A0A7M7GKK6	GO:0000981|GO:0003677|GO:0005634|GO:0008270
A0A7M7GKL3	A0A7M7GKL3	A0A7M7GKL3	GO:0008289|GO:0030833|GO:0031410|GO:0042327|GO:0042995|GO:0051495|GO:0061024|GO:1902905
A0A7M7GKL7	A0A7M7GKL7	A0A7M7GKL7	GO:0000981|GO:0005634|GO:0016360|GO:0045944|GO:0046982|GO:0061564|GO:0070888
A0A7M7GKM0	A0A7M7GKM0	A0A7M7GKM0	GO:0005765|GO:0008270|GO:0031902
A0A7M7GKM1	A0A7M7GKM1	A0A7M7GKM1	GO:0005789|GO:0009922|GO:0019367|GO:0030148|GO:0034625|GO:0034626|GO:0042761
A0A7M7GKM5	A0A7M7GKM5	A0A7M7GKM5	GO:0005085|GO:0005737|GO:0008270|GO:0035023
A0A7M7GKM9	A0A7M7GKM9	A0A7M7GKM9	GO:0003700|GO:0005634|GO:0008270|GO:0043565
A0A7M7GKN1	A0A7M7GKN1	A0A7M7GKN1	GO:0004674|GO:0005524|GO:0005634|GO:0035556|GO:0043065
A0A7M7GKP1	A0A7M7GKP1	A0A7M7GKP1	GO:0005737|GO:0005856|GO:0009887|GO:0016020|GO:0030182|GO:0031032|GO:0070161|GO:0071944
A0A7M7GKP3	A0A7M7GKP3	A0A7M7GKP3	GO:0005085|GO:0005737|GO:0030036|GO:0032012
A0A7M7GKP5	A0A7M7GKP5	A0A7M7GKP5	GO:0004674|GO:0005524|GO:0005737|GO:0007224
A0A7M7GKP6	A0A7M7GKP6	A0A7M7GKP6	GO:0001228|GO:0005634|GO:0006914|GO:0030154|GO:0040034|GO:0043565
A0A7M7GKP7	A0A7M7GKP7	A0A7M7GKP7	GO:0003682|GO:0003713|GO:0005634|GO:0006338|GO:0006357|GO:0008270|GO:0070461
A0A7M7GKQ6	A0A7M7GKQ6	A0A7M7GKQ6	GO:0005737|GO:0005886|GO:0006897|GO:0007165
A0A7M7GKQ7	A0A7M7GKQ7	A0A7M7GKQ7	GO:0000981|GO:0000987|GO:0001654|GO:0005634|GO:0009887|GO:0042659|GO:0048646
A0A7M7GKR2	A0A7M7GKR2	A0A7M7GKR2	GO:0005085|GO:0005737|GO:0008270|GO:0035023
A0A7M7GKR5	A0A7M7GKR5	A0A7M7GKR5	GO:0005737|GO:0005956|GO:0016055|GO:0016301|GO:0019887
A0A7M7GKR6	A0A7M7GKR6	A0A7M7GKR6	GO:0060285|GO:0070286|GO:0120293
A0A7M7GKT0	A0A7M7GKT0	A0A7M7GKT0	GO:0005634|GO:0006357|GO:0007423|GO:0008270|GO:0030707|GO:0048813|GO:0061061
A0A7M7GKT3	A0A7M7GKT3	A0A7M7GKT3	GO:0003723|GO:0005634|GO:0005737|GO:0006417
A0A7M7GKT6	A0A7M7GKT6	A0A7M7GKT6	GO:0000122|GO:0000785|GO:0002039|GO:0005634|GO:0008270|GO:0032259|GO:0046974
A0A7M7GKU2	A0A7M7GKU2	A0A7M7GKU2	GO:0009986|GO:0016020|GO:0016477
A0A7M7GKV5	A0A7M7GKV5	A0A7M7GKV5	GO:0004748|GO:0005829|GO:0009263|GO:0046872
A0A7M7GKW0	A0A7M7GKW0	A0A7M7GKW0	GO:0005886|GO:0048812|GO:0098609
A0A7M7GKW3	A0A7M7GKW3	A0A7M7GKW3	GO:0004725|GO:0008045|GO:0016020
A0A7M7GKW5	A0A7M7GKW5	A0A7M7GKW5	GO:0005794|GO:0006886|GO:0016192|GO:0030123|GO:0030665
A0A7M7GKW9	A0A7M7GKW9	A0A7M7GKW9	GO:0005516|GO:0016020|GO:0016567|GO:0019005|GO:0031146|GO:0031347|GO:1990756
A0A7M7GKX0	A0A7M7GKX0	A0A7M7GKX0	GO:0004674|GO:0005524|GO:0005634|GO:0005737|GO:0030036|GO:0046872
A0A7M7GKX3	A0A7M7GKX3	A0A7M7GKX3	GO:0005615|GO:0008970|GO:0016042
A0A7M7GKY0	A0A7M7GKY0	A0A7M7GKY0	GO:0005085|GO:0005737|GO:0005886|GO:0007264|GO:0031267
A0A7M7GKY1	A0A7M7GKY1	A0A7M7GKY1	GO:0016020|GO:0048812|GO:0098609
A0A7M7GKZ3	A0A7M7GKZ3	A0A7M7GKZ3	GO:0000976|GO:0008168|GO:0008270|GO:0032259|GO:0048188
A0A7M7GKZ6	A0A7M7GKZ6	A0A7M7GKZ6	GO:0000978|GO:0000981|GO:0005634|GO:0007365|GO:0009791
A0A7M7GL00	A0A7M7GL00	A0A7M7GL00	GO:0005739|GO:0005777|GO:0016491
A0A7M7GL01	A0A7M7GL01	A0A7M7GL01	GO:0004021|GO:0030170|GO:0042853
A0A7M7GL02	A0A7M7GL02	A0A7M7GL02	GO:0005042|GO:0005886|GO:0008045
A0A7M7GL03	A0A7M7GL03	A0A7M7GL03	GO:0005615|GO:0005886|GO:0006508|GO:0008237|GO:0008241
A0A7M7GL08	A0A7M7GL08	A0A7M7GL08	GO:0000139|GO:0004653|GO:0006493|GO:0030246|GO:0046872
A0A7M7GL17	A0A7M7GL17	A0A7M7GL17	GO:0004674|GO:0005524|GO:0005737|GO:0035556
A0A7M7GL18	A0A7M7GL18	A0A7M7GL18	GO:0000978|GO:0000981|GO:0005634
A0A7M7GL26	A0A7M7GL26	A0A7M7GL26	GO:0005096|GO:0007165|GO:0016477|GO:0030030|GO:0046578|GO:0097060
A0A7M7GL29	A0A7M7GL29	A0A7M7GL29	GO:0004181|GO:0006508|GO:0008270
A0A7M7GL32	A0A7M7GL32	A0A7M7GL32	GO:0005783|GO:0016020|GO:0016567|GO:0061630
A0A7M7GL37	A0A7M7GL37	A0A7M7GL37	GO:0000139|GO:0005789|GO:0005886|GO:0006686|GO:0033188|GO:0046513|GO:0047493
A0A7M7GL45	A0A7M7GL45	A0A7M7GL45	GO:0005732|GO:0006364|GO:0032040|GO:0034457
A0A7M7GL46	A0A7M7GL46	A0A7M7GL46	GO:0000977|GO:0000981|GO:0005634|GO:0005694|GO:0008270|GO:0045893
A0A7M7GL57	A0A7M7GL57	A0A7M7GL57	GO:0005509|GO:0005789|GO:0006457|GO:0036503|GO:0051082
A0A7M7GL68	A0A7M7GL68	A0A7M7GL68	GO:0003924|GO:0005525|GO:0008270|GO:0016192|GO:0048731|GO:0051649|GO:0061630
A0A7M7GL70	A0A7M7GL70	A0A7M7GL70	GO:0001228|GO:0005634|GO:0006914|GO:0030154|GO:0040034|GO:0043565
A0A7M7GL71	A0A7M7GL71	A0A7M7GL71	GO:0005737|GO:0005886|GO:0006897|GO:0007165
A0A7M7GL74	A0A7M7GL74	A0A7M7GL74	GO:0000785|GO:0005634|GO:0006281|GO:0007064|GO:0051301
A0A7M7GL78	A0A7M7GL78	A0A7M7GL78	GO:0005375|GO:0005886
A0A7M7GL79	A0A7M7GL79	A0A7M7GL79	GO:0002183|GO:0003743|GO:0005085|GO:0005829|GO:0005851
A0A7M7GL80	A0A7M7GL80	A0A7M7GL80	GO:0005375|GO:0016020
A0A7M7GL84	A0A7M7GL84	A0A7M7GL84	GO:0004252|GO:0006508|GO:0042381
A0A7M7GL91	A0A7M7GL91	A0A7M7GL91	GO:0000139|GO:0005802|GO:0006914|GO:0010008|GO:0015031|GO:0031966|GO:0034045
A0A7M7GL97	A0A7M7GL97	A0A7M7GL97	GO:0005737|GO:0006457|GO:0016272|GO:0051082
A0A7M7GL99	A0A7M7GL99	A0A7M7GL99	GO:0005634|GO:0006357|GO:0007423|GO:0008270|GO:0030707|GO:0048813|GO:0061061
A0A7M7GLA5	A0A7M7GLA5	A0A7M7GLA5	GO:0005829|GO:0006869|GO:0015485|GO:0016020|GO:0032541
A0A7M7GLA6	A0A7M7GLA6	A0A7M7GLA6	GO:0005524|GO:0005874|GO:0005930|GO:0007018|GO:0008569|GO:0030286|GO:0031514|GO:0045505|GO:0051959
A0A7M7GLB4	A0A7M7GLB4	A0A7M7GLB4	GO:0005634|GO:0005930|GO:0015630|GO:0060271|GO:0060294
A0A7M7GLB6	A0A7M7GLB6	A0A7M7GLB6	GO:0000398|GO:0003729|GO:0005685|GO:0016607|GO:0030619|GO:0071004|GO:0071011
A0A7M7GLB9	A0A7M7GLB9	A0A7M7GLB9	GO:0003725|GO:0020037|GO:0031053|GO:0042802|GO:0070877|GO:0070878
A0A7M7GLD1	A0A7M7GLD1	A0A7M7GLD1	GO:0005634|GO:0005829|GO:0008418|GO:0070773
A0A7M7GLD6	A0A7M7GLD6	A0A7M7GLD6	GO:0005737|GO:0005856|GO:0009887|GO:0016020|GO:0030182|GO:0031032|GO:0070161|GO:0071944
A0A7M7GLE0	A0A7M7GLE0	A0A7M7GLE0	GO:0004829|GO:0005524|GO:0005739|GO:0006435
A0A7M7GLE3	A0A7M7GLE3	A0A7M7GLE3	GO:0000049|GO:0005737|GO:0051500
A0A7M7GLE8	A0A7M7GLE8	A0A7M7GLE8	GO:0005669|GO:0016251|GO:0051123
A0A7M7GLF0	A0A7M7GLF0	A0A7M7GLF0	GO:0003677|GO:0004386|GO:0005524|GO:0005634|GO:0016887|GO:0017025
A0A7M7GLF3	A0A7M7GLF3	A0A7M7GLF3	GO:0005829|GO:0005886|GO:0006869|GO:0032934|GO:0097038
A0A7M7GLF4	A0A7M7GLF4	A0A7M7GLF4	GO:0000387|GO:0005681|GO:0005829|GO:0005886|GO:0006821|GO:0006884|GO:0034709|GO:0034715|GO:0045292
A0A7M7GLF7	A0A7M7GLF7	A0A7M7GLF7	GO:0000349|GO:0000974|GO:0071007|GO:0071014
A0A7M7GLG6	A0A7M7GLG6	A0A7M7GLG6	GO:0000164|GO:0005979|GO:0008157|GO:2001069
A0A7M7GLG7	A0A7M7GLG7	A0A7M7GLG7	GO:0002091|GO:0005770|GO:0005886|GO:0140036
A0A7M7GLG8	A0A7M7GLG8	A0A7M7GLG8	GO:0005085|GO:0005737|GO:0008270|GO:0035023
A0A7M7GLH5	A0A7M7GLH5	A0A7M7GLH5	GO:0000027|GO:0002181|GO:0003723|GO:0003735|GO:0022625
A0A7M7GLH6	A0A7M7GLH6	A0A7M7GLH6	GO:0002116|GO:0005886|GO:0007162|GO:0008045|GO:0008360|GO:0017154|GO:0030334|GO:0050772|GO:0097374|GO:0120025
A0A7M7GLI0	A0A7M7GLI0	A0A7M7GLI0	GO:0000439|GO:0001671|GO:0003690|GO:0005675|GO:0006289
A0A7M7GLI2	A0A7M7GLI2	A0A7M7GLI2	GO:0009986|GO:0016020|GO:0016477
A0A7M7GLI4	A0A7M7GLI4	A0A7M7GLI4	GO:0004693|GO:0005524|GO:0005634|GO:0005737
A0A7M7GLI7	A0A7M7GLI7	A0A7M7GLI7	GO:0005085|GO:0005737|GO:0030036|GO:0032012
A0A7M7GLJ8	A0A7M7GLJ8	A0A7M7GLJ8	GO:0005524|GO:0005774|GO:0005886|GO:0015431|GO:0016887
A0A7M7GLK1	A0A7M7GLK1	A0A7M7GLK1	GO:0004177|GO:0005576|GO:0005886|GO:0006508|GO:0008236|GO:0008239|GO:0012505
A0A7M7GLK3	A0A7M7GLK3	A0A7M7GLK3	GO:0004674|GO:0005524
A0A7M7GLK8	A0A7M7GLK8	A0A7M7GLK8	GO:0004930|GO:0005886|GO:0017147|GO:0035567|GO:0042813|GO:0060070
A0A7M7GLL4	A0A7M7GLL4	A0A7M7GLL4	GO:0042407|GO:0061617
A0A7M7GLL6	A0A7M7GLL6	A0A7M7GLL6	GO:0000785|GO:0000978|GO:0000981|GO:0009887|GO:0060070|GO:1990907
A0A7M7GLM9	A0A7M7GLM9	A0A7M7GLM9	GO:0000978|GO:0000981|GO:0005634|GO:0007365
A0A7M7GLN4	A0A7M7GLN4	A0A7M7GLN4	GO:0000815|GO:0005771|GO:0006900|GO:0009898|GO:0032511
A0A7M7GLN5	A0A7M7GLN5	A0A7M7GLN5	GO:0003677|GO:0003700|GO:0005634|GO:0005667|GO:0005737|GO:0045944|GO:0046983
A0A7M7GLP4	A0A7M7GLP4	A0A7M7GLP4	GO:0005102|GO:0005778|GO:0016560|GO:1990429
A0A7M7GLP5	A0A7M7GLP5	A0A7M7GLP5	GO:0003677|GO:0004386|GO:0005524|GO:0005634|GO:0007131|GO:0015616|GO:0016787|GO:0045003|GO:0051301
A0A7M7GLQ0	A0A7M7GLQ0	A0A7M7GLQ0	GO:0000978|GO:0000981|GO:0005634
A0A7M7GLQ3	A0A7M7GLQ3	A0A7M7GLQ3	GO:0005509|GO:0005789|GO:0006457|GO:0036503|GO:0051082
A0A7M7GLR1	A0A7M7GLR1	A0A7M7GLR1	GO:0005634|GO:0005694|GO:0006974|GO:0042393|GO:0072572
A0A7M7GLR6	A0A7M7GLR6	A0A7M7GLR6	GO:0000122|GO:0000978|GO:0000981|GO:0005634|GO:0008270|GO:0140297
A0A7M7GLR7	A0A7M7GLR7	A0A7M7GLR7	GO:0003924|GO:0005525|GO:0005886|GO:0015031
A0A7M7GLS1	A0A7M7GLS1	A0A7M7GLS1	GO:0003676|GO:0003899|GO:0005666|GO:0006386|GO:0008270
A0A7M7GLT3	A0A7M7GLT3	A0A7M7GLT3	GO:0003735|GO:0006412|GO:0022625
A0A7M7GLT7	A0A7M7GLT7	A0A7M7GLT7	GO:0004674|GO:0005524
A0A7M7GLT9	A0A7M7GLT9	A0A7M7GLT9	GO:0000978|GO:0000981|GO:0005634|GO:0007474|GO:0030182|GO:0042693|GO:0045317|GO:0045926|GO:0048468
A0A7M7GLX4	A0A7M7GLX4	A0A7M7GLX4	GO:0000978|GO:0000981|GO:0005634
A0A7M7GLX8	A0A7M7GLX8	A0A7M7GLX8	GO:0005096|GO:0007165|GO:0016477|GO:0030030|GO:0046578|GO:0097060
A0A7M7GLY2	A0A7M7GLY2	A0A7M7GLY2	GO:0004888|GO:0008068|GO:0034707|GO:0045211
A0A7M7GLY9	A0A7M7GLY9	A0A7M7GLY9	GO:0005615|GO:0015889|GO:0031419
A0A7M7GM02	A0A7M7GM02	A0A7M7GM02	GO:0016020|GO:0031410
A0A7M7GM06	A0A7M7GM06	A0A7M7GM06	GO:0003725|GO:0020037|GO:0031053|GO:0042802|GO:0070877|GO:0070878
A0A7M7GM17	A0A7M7GM17	A0A7M7GM17	GO:0005085|GO:0005737|GO:0008270|GO:0035023
A0A7M7GM18	A0A7M7GM18	A0A7M7GM18	GO:0000978|GO:0000981|GO:0005634
A0A7M7GM20	A0A7M7GM20	A0A7M7GM20	GO:0005886|GO:0015375|GO:0046872
A0A7M7GM22	A0A7M7GM22	A0A7M7GM22	GO:0005737|GO:0007216|GO:0014069|GO:0035256
A0A7M7GM29	A0A7M7GM29	A0A7M7GM29	GO:0004144|GO:0005789|GO:0019432
A0A7M7GM37	A0A7M7GM37	A0A7M7GM37	GO:0000724|GO:0000781|GO:0005634|GO:0008270|GO:0030915|GO:0061630
A0A7M7GM39	A0A7M7GM39	A0A7M7GM39	GO:0004867|GO:0007155|GO:0031012
A0A7M7GM43	A0A7M7GM43	A0A7M7GM43	GO:0002755|GO:0005737|GO:0005886|GO:0008063|GO:0034142|GO:0035325|GO:0043123|GO:0045087|GO:0050830|GO:0070976
A0A7M7GM45	A0A7M7GM45	A0A7M7GM45	GO:0005634|GO:0006357|GO:0007423|GO:0008270|GO:0030707|GO:0048813|GO:0061061
A0A7M7GM47	A0A7M7GM47	A0A7M7GM47	GO:0004054|GO:0004111|GO:0005524|GO:0005615|GO:0046314
A0A7M7GM51	A0A7M7GM51	A0A7M7GM51	GO:0000981|GO:0005634|GO:0007399|GO:0030154|GO:1990837
A0A7M7GM54	A0A7M7GM54	A0A7M7GM54	GO:0005634|GO:0008017|GO:0008608|GO:0031593|GO:0070536|GO:0090307
A0A7M7GM57	A0A7M7GM57	A0A7M7GM57	GO:0002091|GO:0005770|GO:0005886|GO:0140036
A0A7M7GM68	A0A7M7GM68	A0A7M7GM68	GO:0005829|GO:0006869|GO:0015485|GO:0016020|GO:0032541
A0A7M7GM76	A0A7M7GM76	A0A7M7GM76	GO:0004683|GO:0005516|GO:0005524|GO:0007154|GO:0007613|GO:0010468|GO:0023052|GO:0030424
A0A7M7GM83	A0A7M7GM83	A0A7M7GM83	GO:0004693|GO:0005524|GO:0005634|GO:0005737
A0A7M7GM85	A0A7M7GM85	A0A7M7GM85	GO:0004252|GO:0005576|GO:0006508
A0A7M7GM90	A0A7M7GM90	A0A7M7GM90	GO:0005164|GO:0005737|GO:0007165|GO:0008270|GO:0031625|GO:0042981|GO:0043122
A0A7M7GM92	A0A7M7GM92	A0A7M7GM92	GO:0005509|GO:0005615|GO:0008201|GO:0009653|GO:0016301|GO:0030154|GO:0048513
A0A7M7GM98	A0A7M7GM98	A0A7M7GM98	GO:0005634|GO:0005819|GO:0005874
A0A7M7GMA2	A0A7M7GMA2	A0A7M7GMA2	GO:0004177|GO:0005576|GO:0005886|GO:0006508|GO:0008236|GO:0008239|GO:0012505
A0A7M7GMA6	A0A7M7GMA6	A0A7M7GMA6	GO:0005774|GO:0005929|GO:0030030
A0A7M7GMA7	A0A7M7GMA7	A0A7M7GMA7	GO:0005743|GO:0007005
A0A7M7GMB2	A0A7M7GMB2	A0A7M7GMB2	GO:0005516|GO:0005886|GO:0005964|GO:0005977
A0A7M7GMC1	A0A7M7GMC1	A0A7M7GMC1	GO:0004497|GO:0005506|GO:0016705|GO:0020037
A0A7M7GMC4	A0A7M7GMC4	A0A7M7GMC4	GO:0005829|GO:0005886|GO:0006869|GO:0032934|GO:0097038
A0A7M7GMC9	A0A7M7GMC9	A0A7M7GMC9	GO:0004573|GO:0005789|GO:0006487|GO:0009311
A0A7M7GMD0	A0A7M7GMD0	A0A7M7GMD0	GO:0004683|GO:0005516|GO:0005524|GO:0007154|GO:0007613|GO:0010468|GO:0023052|GO:0030424
A0A7M7GMD3	A0A7M7GMD3	A0A7M7GMD3	GO:0003341|GO:0005737|GO:0005929
A0A7M7GMD8	A0A7M7GMD8	A0A7M7GMD8	GO:0001667|GO:0003006|GO:0003924|GO:0005525|GO:0007264|GO:0010008|GO:0022412|GO:0035006|GO:0035099
A0A7M7GMF2	A0A7M7GMF2	A0A7M7GMF2	GO:0000460|GO:0000470|GO:0030687
A0A7M7GMF5	A0A7M7GMF5	A0A7M7GMF5	GO:0001708|GO:0005881|GO:0007026|GO:0007389|GO:0007399|GO:0008013|GO:0008017|GO:0016055|GO:0016342|GO:0016477|GO:0030877|GO:0090090
A0A7M7GMG4	A0A7M7GMG4	A0A7M7GMG4	GO:0005886
A0A7M7GMG6	A0A7M7GMG6	A0A7M7GMG6	GO:0000164|GO:0005783|GO:0019888|GO:0034976|GO:0039502|GO:0051246
A0A7M7GMH2	A0A7M7GMH2	A0A7M7GMH2	GO:0004674|GO:0005524
A0A7M7GMH5	A0A7M7GMH5	A0A7M7GMH5	GO:0000900|GO:0003730|GO:0005634|GO:0005737|GO:0007283|GO:0008135|GO:0016740|GO:0043005|GO:0043022|GO:0045202|GO:2000766
A0A7M7GMH9	A0A7M7GMH9	A0A7M7GMH9	GO:0000978|GO:0000981|GO:0005634|GO:0007548|GO:0046872
A0A7M7GMI1	A0A7M7GMI1	A0A7M7GMI1	GO:0042407|GO:0061617
A0A7M7GMI5	A0A7M7GMI5	A0A7M7GMI5	GO:0005096|GO:0007165|GO:0016477|GO:0030030|GO:0046578|GO:0097060
A0A7M7GMI9	A0A7M7GMI9	A0A7M7GMI9	GO:0004222|GO:0006508|GO:0008270
A0A7M7GMJ1	A0A7M7GMJ1	A0A7M7GMJ1	GO:0005737|GO:0006629|GO:0031965|GO:0071595
A0A7M7GMJ4	A0A7M7GMJ4	A0A7M7GMJ4	GO:0005634|GO:0030488|GO:0031515
A0A7M7GMJ9	A0A7M7GMJ9	A0A7M7GMJ9	GO:0005102|GO:0005509|GO:0005576|GO:0009986
A0A7M7GMK2	A0A7M7GMK2	A0A7M7GMK2	GO:0004617|GO:0008652|GO:0051287
A0A7M7GMK6	A0A7M7GMK6	A0A7M7GMK6	GO:0000932|GO:0003729|GO:0006397|GO:0033962|GO:0034063
A0A7M7GMK7	A0A7M7GMK7	A0A7M7GMK7	GO:0004722|GO:0016020|GO:0044091|GO:0071763
A0A7M7GML3	A0A7M7GML3	A0A7M7GML3	GO:0000122|GO:0000978|GO:0004879|GO:0005634|GO:0006950|GO:0008270|GO:0030154|GO:0045944
A0A7M7GML4	A0A7M7GML4	A0A7M7GML4	GO:0005523|GO:0005856|GO:0007015|GO:0030016|GO:0030239|GO:0051694
A0A7M7GML9	A0A7M7GML9	A0A7M7GML9	GO:0005615|GO:0015889|GO:0031419
A0A7M7GMM2	A0A7M7GMM2	A0A7M7GMM2	GO:0005313|GO:0005886|GO:0015175|GO:0015501
A0A7M7GMM6	A0A7M7GMM6	A0A7M7GMM6	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0070593|GO:0098632
